nctId,briefTitle,eligibilityCriteria,healthyVolunteers,sex,genderBased,minimumAge,maximumAge,stdAges,studyPopulation,samplingMethod
NCT03186495,"Investigation of Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of Multiple Doses of Somapacitan in Subjects With Various Degrees of Impaired Renal Function Compared to Subjects With Normal Renal Function","Inclusion Criteria:

* Male or female, aged 18-75 years (both inclusive) at the time of signing informed consent
* Body mass index between 18.5-34.9 kg/sqm (both inclusive)
* Meeting the pre-defined glomerular filtration rate for any of the renal function groups 1-4 (based on the measured glomerular filtration rate using exogenous sinistrin (Inutest®) as a filtration marker) or being in treatment with haemodialysis

Exclusion Criteria:

* Female who is pregnant, breast-feeding or intends to become pregnant or is of child-bearing potential and not using an adequate contraceptive method (adequate contraceptive measure as required by local regulation or practice). Male of reproductive age who or whose partner(s) is not using adequate contraceptive methods (adequate contraceptive measures as required by local regulation or practice) or male who is not willing to refrain from donating semen for at least 16 days after last trial product administration
* Any disorder, except for conditions associated with renal impairment in the groups of subjects with reduced renal function, which in the investigator's opinion might jeopardise subject's safety, evaluation of results, or compliance with the protocol. For example, arterial hypertension, anaemia, impaired glucose tolerance or type 2 diabetes are accepted in the group of subjects with renal impairment",False,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT00686608,Hypothalamic Functional Magnetic Resonance Imaging (fMRI) Response to Nutrients,"Inclusion Criteria:

* Age 18 year to 45 years of age
* BMI 18 to 25 kg/m2 (25 subjects) and 30 to 40 kg/m2 (25 subjects), matched for age and sex.
* At maximal lifetime weight.
* Weight stable for at least 3 months.

Exclusion Criteria:

* Those with a major medical illness or who require prescription medication, including: cancer, coronary artery disease, hypertension, and diabetes.
* Subjects taking psychiatric or centrally-acting (CNS) medications, or who are diagnosed with a psychiatric or neurological illness, including: depression, anorexia, bulimia, and seizure disorder.
* Subjects who have lost weight as a result of dieting, pharmacological treatment, or bariatric surgery.
* Weight \> 350 lbs or girth \> 60 inches (the limits of the MR machine)
* Exercise \> 30 minutes, 3 times a week.
* Alcohol consumption \> 2 drinks / day.
* Weight \> 300 lbs (150 kg) (weight limit for MR machine).
* Blood glucose \> 100 mg/dL, abnormal creatinine or liver function tests.
* Illicit drug use.
* Pregnancy.
* Extreme dietary habits as determined by a GCRC nutritionist: very high or low dietary carbohydrate, protein, or fat intakes.
* Those with a contraindication to exposure to strong magnetic fields: presence of metal in the body such as body piercing, shrapnel, cardiac pacemakers or aneurysm clips.
* Those with claustrophobia.",True,ALL,,18 Years,45 Years,['ADULT'],,
NCT06584123,Molecular Pituitary Imaging Using 18F-FET PET,"Inclusion criteria

* Participant is willing and able to give informed consent for participation in the study
* Male or female, age 18 or above
* Presence of pituitary adenoma suspected on the basis of clinical/biochemical and/or radiological findings
* Previous 11C-Met-PET/CT

Exclusion criteria

* Inability to give informed consent
* Pregnancy or suspected pregnancy
* Inability to lie supine for 30-60 minutes
* Patient body habitus above scanner dimensions
* Known allergy to intravenous radiographic contrast agents",False,ALL,,18 Years,100 Years,"['ADULT', 'OLDER_ADULT']",,
NCT01808846,Neural Functioning of Feeding Centers in Obese Youth,"Inclusion Criteria:

* Obese adolescents
* Good general health,
* taking no medication on a chronic basis
* Age 12 to 17 yrs,
* in puberty (girls and boys: Tanner stage II - IV)

Obese Insulin Resistant Adolescents

* (BMI\> 95th)
* (WBISI\<1.2 plus a low adiponectin \<6 ug/dl and
* high triglyceride levels \>130mg/dl)

Obese Insulin Sensitive Adolescents

* (BMI\>95th)
* (WBISI \>3) plus high adiponectin \>8 ug/ml and
* triglyceride levels \> 80 mg/dl Girls who begin menstruating must have a negative pregnancy test during the study

Eligibility criteria for healthy non-obese children and adolescents:

* Brother or sister with obesity
* Age 12 to 17 years
* Normal fasting glucose and lipids in the child, and
* normal OGTT
* No use of any medication known to affect glucose, lipid metabolism and inflammation
* No endocrinopathies
* No use of any antipsychotic medication
* BMI \>25th to \<75th ( Center for Disease Control (CDC) BMI Charts)
* Minimum weight of 90lbs (CDC Growth Charts)

Exclusion Criteria

* Baseline creatinine \>1.0 mg
* Pregnancy
* Presence of endocrinopathies (e.g. Cushing syndrome)
* Cardiac or pulmonary or other significant chronic illness
* Adolescents with psychiatric disorder or with substance abuse determined via self-report.
* Use of anorexic agents No metal implants",True,ALL,,12 Years,17 Years,['CHILD'],Clinic patients of Dr. Caprio at the Yale Pediatric Obesity Clinic who have undergone oral glucose tolerance testing (OGTT) and found to be insulin resistant or sensitive and/or previous research subjects who were found to be insulin resistant or sensitive and who agreed to be contacted for other studies will be contacted.,NON_PROBABILITY_SAMPLE
NCT01167959,Hypothalamic Function Before and After Bariatric Surgery,"Inclusion Criteria:

* Patients aged 35-65 years;
* BMI \> 40 kg/m2;
* BMI \> 35 and \<40 kg/m2 with co-morbidity, which is expected to improve after surgically-induced weight loss;
* A history of longstanding obesity (\>5 years);
* Proven failed attempts to lose weight in a conventional way, or primarily successful weight loss with eventual weight regain;
* Intention to adhere to a postoperative follow-up programme.

Exclusion Criteria:

* BMI\> 50 or body weight \> 150 kg (because it is impossible to safely put people above this weight on a standard table for MRI);
* Subjects with disease related obesity, i.e. Cushing or medication related obesity;
* Use of medication known to affect glucose or lipid metabolism (i.e. prednisone)
* Monogenetic diabetes: MODY, Mitochondrial diabetes;
* LADA (adult-onset latent autoimmune diabetes); detected by c-peptide measurement on screening.
* Impaired renal function (serum creatinine \> 176 μmol/L);
* Leg ulcers, gangrene.
* Any genetic or psychiatric disease (e.g. fragile X syndrome, major depression) affecting the brain
* Any significant chronic disease
* Renal or hepatic disease
* Pregnancy
* Recent weight changes or attempts to loose weight (\> 3 kg weight gain or loss, within the last 3 months)
* Aerobic exercise more that 3 times 60 minutes a week
* Alcohol consumption of more than 28 units per week at present or in the past
* Recent blood donation (within the last 2 months)
* Recent participation in other research projects (within the last 3 months), participation in 2 or more projects in one year
* Contra-indications to operative procedures as regular in bariatric surgery
* Contra-indications to MRI scanning",True,FEMALE,,35 Years,65 Years,"['ADULT', 'OLDER_ADULT']",Obese (type 2 diabetic or not) population from primary care (dietary intervention) and hospital setting (bariatric surgery),PROBABILITY_SAMPLE
NCT01283542,Evaluate the Efficacy and Safety of Pasireotide LAR (Long Acting Release) on the Treatment of Patients With Clinically Non-Functioning Pituitary Adenoma.,"Inclusion Criteria:

* Non-functioning pituitary adenoma ≥ 1cm, patients without any previous treatment for the tumor
* Eastern Cooperative Oncology Group (ECOG) performance status 0 or 1

Exclusion Criteria:

* Patients who required a surgical intervention for relief of any sign or symptom associated with tumor compression
* Previous pituitary surgery
* Previous medical treatment for pituitary tumor
* Patients who had received pituitary irradiation within 10 years prior to randomization
* Prolactin (PRL) levels \> 100 ng/mL. PRL evaluation should have been performed with diluted samples to ensure ""hook effect."" was avoided
* Patients who presented prolactinomas, acromegaly or Cushing's disease
* Patients with compression of the optic chiasm causing acute clinically significant visual field defects",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT03404414,Detection of Functioning Pituitary Microadenoma: PET/MRI Versus PET/CT,"Inclusion Criteria:

* Patients who were pathologically diagnosed with pituitary adenoma after surgery were recruited, and were able to provide basic information and sign the written informed consent form.

Exclusion Criteria:

* The exclusion criteria included claustrophobia, kidney or liver failure, and inability to fulfill the study.",True,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT00697814,Clomiphene in Males With Prolactinomas and Persistent Hypogonadism,"Inclusion Criteria:

* a minimum follow-up of 6 months under DA therapy with normal serum prolactin or with maximum DA dose (3.5 mg/week of cabergoline or 10 mg/day of bromocriptine for at least 2 months)
* serum total testosterone less than 300ng/dl with normal or low LH and FSH levels after discontinuing testosterone replacement for at least 2 months.

Exclusion Criteria:

* impossibility to attend scheduled visits and irregular compliance to DA treatment.",False,MALE,,18 Years,70 Years,"['ADULT', 'OLDER_ADULT']",,
NCT01620138,Response to Cabergoline and Pasireotide in Non-functioning Pituitary Adenomas and Resistant Prolactinomas,"Inclusion Criteria

* Male or female patients aged 18 years or greater
* Patients with confirmed diagnosis of NFPA evidenced by: magnetic resonance imaging (MRI) confirmation of pituitary adenoma and No pituitary tumoral hormone hypersecretion
* Patients with no previous medical treatment
* Patients who had been submitted to surgery but not cured. Lack of cure is defined as presence of remnant tumor on MRI at least three months after surgery (without any possible misinterpretation of postsurgical changes)
* Patients with confirmed diagnosis of resistant prolactinoma by lack of prolactin normalization with a tolerated cabergoline dosage during 12 weeks
* Patients who had been submitted to surgery due to resistance to cabergoline and not cured. Lack of cure is defined as lack of serum prolactin normalization or complete removal of tumor load
* Patients who signed the informed consent

Exclusion Criteria

* Previous pituitary radiotherapy
* High risk for transsphenoidal surgery
* Patients with symptomatic cholelithiasis
* Diabetic patients on antidiabetic medications those fasting blood glucose is poorly controlled as evidenced by HbA1C \> 8%
* Patients with abnormal coagulation (prothrombin time (PT) or partial thromboplastin time (PTT) elevated by 30% above normal limits);
* Patients receiving anticoagulants that affect PT or PTT
* Patients who have congestive heart failure (NYHA Class III or IV), unstable angina, sustained ventricular tachycardia, clinically significant bradycardia, advanced heart block, history of acute MI less than one year prior to study entry or clinically significant impairment in cardiovascular function
* Patients with risk factors for torsade de pointes, i.e. patients with a baseline corrected QT interval (QTc) \> 480 ms, hypokalemia, family history of long QT syndrome, and concomitant medications known to prolong QT interval
* Patients with liver disease such as cirrhosis, chronic active hepatitis, or chronic persistent hepatitis, or patients with (alanine aminotransferase) ALT/ (aspartate aminotransferase) AST more than 2 X upper limit of normal (ULN), serum creatinine \> 2.0 X ULN, serum bilirubin \> 2.0 X ULN, serum albumin \< 0.67 X lower limit of normal (LLN)
* Patients with white blood cell (WBC) \< 3 X 109/L; Hgb \< LLN; Platelet count (PLT) \< 100 X 109/L
* Patients who have any current or prior medical condition that can interfere with the conduct of the study or the evaluation of its results in the opinion of the investigator
* Female patients who are pregnant or lactating, or are of childbearing potential and not practicing a medically acceptable method for birth control. Female patients must use barrier contraception with condoms. If oral contraception is used, the patient must have been practicing this method for at least two months prior to enrollment and must agree to continue the oral contraceptive throughout the course of the study and for one month after the last dose of study drug. Male patients who are sexually active are required to use condoms during the study and for 1 month afterwards
* Patients who have a history of alcohol or drug abuse in the 6 month period prior to receiving pasireotide",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT00435643,Influence of nCPAP on Metabolic Consequences Associated With OSAS,"Inclusion Criteria:

* Aged from 18 to 65 years
* Body mass index between 35-60 who were submitted to polysomnography

Exclusion Criteria:

* History of smoking
* Sleep apnea treatment
* Cardiovascular disease
* Malignancies tumor
* Thyroid disorders
* Depression
* Subjects with known diabetes mellitus on medications
* Chronic renal or hepatic failure
* On hormonal replacement therapy, as well as use of medication that could potentially affect steroid hormone or cytokines secretion (alcohol, psychotropics, steroids, sympathomimetics, beta-blockers).",True,ALL,,18 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT04218721,Implementing eHealth Interventions Into Regular Clinical Practice,"Inclusion Criteria:

* Patients with a renal transplant (RTX) OR patients with Non functioning pituitary adenomas (NFPA)
* Able to read and speak Norwegian
* Have access to a Smart-phone or tablet
* Have their own secure access device (BankID).

Exclusion Criteria:

* N/A",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT01606384,Evaluation of the Potential Effects of SSR149415 on the Hypothalamic-pituitary-adrenal Axis in Outpatients With Major Depressive Disorder,"Inclusion criteria :

* Diagnosis of major depressive disorder as defined by the Diagnostic and Statistical Manual of Mental Disorders, 4th Edition-Text Revision (DSM-IV-TR) and the Mini International Neuropsychiatric Interview (MINI) criteria.

Exclusion criteria:

* Outpatients unwilling to be hospitalized a total of 6 nights and 8 days.
* Total score of less than 21 (\<21) on the 17-item Hamilton Depression Rating Scale (HAM-D) at Visit 1 (Day -7) or Visit 5 (Day -1).
* Patients whose current depressive episode is diagnosed with psychotic features, catatonic features, seasonal pattern or post-partum onset or is secondary to a general medical disorder.
* Patients with alcohol dependence or abuse or substance dependence or abuse in the past 12 months according to the MINI, except nicotine or caffeine dependence.
* Patients who have used the following prior to entry into Segment B: any antipsychotic within 3 months; fluoxetine within 1 month; any monoamine oxidase inhibitor (MAOI) within 2 weeks; any other antidepressant, anxiolytic, sedative-hypnotic, or mood-stabilizer (lithium, anticonvulsants) within 7 days except permitted concomitant medications
* The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.",False,ALL,,18 Years,64 Years,['ADULT'],,
NCT00149721,Anterior Pituitary Function in Patients With Hydrocephalus,"Inclusion Criteria:

Diagnosis of idiopathic hydrocephalus, made by clinical and CT or MRI imaging demonstrating ventricular dilation, and confirmed by an established protocol of continuous CSF drainage via spinal catheter. Patients who are found to be eligible for VP shunt insertion on the basis of improvement in cognition/psychomotor speed, gait, or urinary continence are referred for surgery

Exclusion Criteria:

Known peripheral gland failure (primary hypogonadism, primary adrenal insufficiency, primary hypothyroidism); known history of pituitary tumor, pituitary surgery, pituitary hemorrhage, brain irradiation, or of identified causes of secondary hydrocephalus (subarachnoidal bleeding, meningitis, encephalitis, head trauma).",False,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT06297473,Physical Attendance Versus Telephone or Video Follow-up in Patients With Non-functioning Pituitary Tumors.,"Inclusion Criteria:

* Non-functioning pituitary tumor
* Diagnosed \> 6 months from enrollment, i.e. found on MRI.

Exclusion Criteria:

* Planned pituitary surgery
* Planned radiotherapy
* Poor Danish skills
* Patient is considered by the treating physician unsuitable for follow-up by telephone or video",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
NCT03831958,Long-Term Follow-Up of Survivors of Pediatric Cushing Disease,"* INCLUSION CRITERIA:

  1. Males and females 10-42 years old (subjects) who were previously diagnosed and had successful treatment of CD before the age of 21 years old. Patients who have undergone therapies other than surgical resection (such as radiation or medical treatment) will be eligible to participate.
  2. Normocortisolemia or hypocortisolemia at the time of the study (as documented within past 6 months of recruitment) documented as urine free cortisol or midnight/afternoon serum or salivary cortisol levels within or below the normal range or documented panhypopituitarism (on glucocorticoid replacement).
  3. Patients or a legal guardian (in case of cognitively impaired adults or children) must provide assent/consent at the time of the recruitment.
  4. Family members (2- 90 yrs.) of patients with a family history of pituitary tumors and who agree to participate in the DNA/linkage analysis study.

EXCLUSION CRITERIA:

1. Pregnancy
2. Patients with any medical, physical, psychiatric, or social conditions, which, in the opinion of the investigators, would make participation in this protocol not in their best interest, will be excluded from the on-site visit of the study. Patients who are critically ill, unstable, or with severe organ failure that may affect/limit the endocrine evaluation and place unsustainable demands on Clinical Center or NICHD resources will be excluded. They will still be offered the opportunity to participate in the online questionnaire part of the study.",True,ALL,,2 Years,90 Years,"['CHILD', 'ADULT', 'OLDER_ADULT']","The study population will consist of patients that were previously successfully treated for CD before the age of 21 years. We aim to identify these patients through review of our current protocol 97-CH-0076 on Clinical and genetic investigation of pituitary and hypothalamic tumors , which has been recruiting patients since 1997. We will also accept patients who have been diagnosed and successfully treated for pediatric CD at outside institutions after reviewing the medical records and confirming their diagnosis. The patients must be normocortisolemic at the time of their recruitment. Family members of subjects who are survivors of pediatric Cushing disease will be invited to participate in the DNA/linkage analysis study.",NON_PROBABILITY_SAMPLE
NCT03043924,Functional Study of the Hypothalamus in Magnetic Resonance Imaging (MRI) in Polycystic Ovary Syndrome (PCOS),"Inclusion Criteria:

For all subjects

* Aged from 19 to 30 years
* Body mass index : 18-25
* Informed consent before inclusion
* Do not smoke the 3 days before the MRI

For Healthy volunteers subjects :

* Regular cycles (between 25 and 35 days) AND ovulatory.
* No signs of hyperandrogenism.
* Subjects desirous of taking oral contraceptives (estrogen/progestin combination).
* For the realization of the 2nd MRI: to be during the 3rd month of a treatment well followed by oestro-progestative monophasic minidose to 0,02mg of Ethinyl-oestradiol / 0,1mg Levonorgestrel.

PCOS women:

* PCOS defined by Rotterdam criteria
* Needing a treatment with cyproterone acetate
* To carry out the 2nd MRI: to be in progress during the 3rd month of a treatment well followed by 50 mg of Cyproterone acetate in association with 2mg / day of natural estradiol.

Exclusion Criteria:

* Hormone treatment within 3 months prior to inclusion (including birth control pill )
* On-going pregnancy (determined before each MRI scan visit)
* Claustrophobia
* Any metal or foreign implants (e.g., aneurysm clips, ear implants, heart pacemakers or defibrillators)
* Diabetes or known dysthyroidism.
* Current substance abuse (including smoking more than 5 cigarettes/day; determined using drug screening at the screening visit)
* Pregnancy or breastfeeding the last 3 months.
* Practice of intense physical exercise (ex jogging\> 10km) the day before the MRI.
* Person incapable of consenting, or enjoying legal protection (guardianship / curatorship).
* Unability to understand the treatment protocol",True,FEMALE,,19 Years,30 Years,['ADULT'],,
NCT05069324,PegvisOMant and the Immune SystEm (PROMISE),"Inclusion Criteria:

* Previously diagnosed acromegaly not adequately controlled by surgery and/or radiation therapy and in whom an appropriate medical treatment with any kind of somatostatin analogs (SSAs) did not control the disease or was not tolerated;
* Previously diagnosed acromegaly adequately controlled by medical treatment;
* Signed informed consent to participate in the study.

Exclusion Criteria:

* Adequately controlled disease by surgery and/or radiation;
* Patients with transaminases more than 3 times the upper limit of normal;
* Hypersensitivity to PEG or any of its ingredients;
* History of other neoplasms, radiotherapy or chemotherapy in the last 5 years;
* Clinical or laboratory signs of significant hepatobiliary, or pancreatic disease;
* Severe infections, surgery, trauma requiring hospitalization within 3 months before enrolment;
* Severe chronic kidney disease (stage 4-5);
* Any active blood or rheumatic disorders in the last 5 years;
* Pregnant or nursing women.",,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']","10 patients with acromegaly not well controlled by SSAs therapy (cohort 1), requiring add PEG to SSAs or switch to PEG monotherapy, according to common clinical practice.

20 patients adequately controlled by medical therapy (cohort 2), treated by any kind of SSAs or by PEG .

30 age- and sex matched controls.",NON_PROBABILITY_SAMPLE
NCT05005715,Effect of Dexmedetomidine on Quality of Recovery in Non-functioning Pituitary Adenoma Patients Undergoing Endoscopic Transsphenoidal Surgery,"Inclusion Criteria:

* Non-functioning patients undergoing endoscopic transsphenoidal tumor surgery under general anesthesia

Exclusion Criteria:

* Patients who do not agree to participate in the study
* Patients with contraindication to dexmedetomidine
* Patients with previous history of endoscopic transsphenoidal tumor surgery
* Patients who take anticoagulants or have bleeding disorder
* Patients with conduction block or cardiovascular disease
* Patients with psychiatric disease such as dementia, delirium
* Patients have difficulty filling out the QoR-15 questionnaire
* Pregnant or lactating women
* Patients who have allergies to propofol, remifentanil, fentanyl or rocuronium
* Patients with myasthenia gravis or myasthenic syndrome",False,ALL,,20 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT03591315,Clinical Study of Structural and Functional Evaluation of the Visual Pathway,"Inclusion Criteria:

1. patients with sellar area tumors ( including pituitary adenoma,craniopharyngioma and meningioma) resulting a visual deficit (loss of visual acuity or visual field).
2. Male or female between 18y to 60y.
3. Patients treated with transsphenoidal surgery.
4. Patients agreeing to participate in the study and willing to sign an informed consent.

Exclusion Criteria:

1. tumor height ≥ 4cm.
2. Patients with recurrent tumors, previous craniotomy or gamma knife treatment
3. Visual impairment caused by other diseases.
4. Mental disorders, inability to cooperate with treatment and follow up visits.
5. Patients with other serious complications.",True,ALL,,18 Years,60 Years,['ADULT'],Admitted sellar area tumor patients in the Neurosurgery Department at Xiangya Hospital of Central South University.,NON_PROBABILITY_SAMPLE
NCT00555009,Treatment Of Adult Growth Hormone Deficiency After Traumatic Brain Injury,"Inclusion Criteria:

* Have had a previous traumatic brain injury (more than 1 year and less than 20 years) prior to the screening visit.
* Have an Extended Glasgow Outcome Scale (GOS-E) more than or equal to 5.
* Have proven GHD deficiency

Exclusion Criteria:

* Active systemic malignancy or active intracranial tumor. A successfully treated tumor or malignancy is not an exclusion criterion if the patient has not had active disease for 5 years and is not currently receiving maintenance chemotherapy, (except for basal cell skin cancers.
* Receiving treatment with prednisolone in doses above 10 mg/day or treatment with other oral glucocorticosteroids above replacement doses is not permitted throughout the study. Topical and inhaled corticosteroids are permitted.
* History of dementia unrelated to TBI
* History of benign intracranial hypertension",False,ALL,,18 Years,55 Years,['ADULT'],,
NCT04874909,"Classification, Functional Stratification and Biomarkers in Ciliopathy (CILLICORIRCM)","Inclusion Criteria:

""Case"" Patient :

* with nephronophthisis or ciliopathy with known genetic diagnosis or not
* signed the Informed consent form (patient or legal guardians if minor/incapable major)
* no limit of age, this patients could be recruited from the birth
* social insurance affiliation

Healthy related individual :

* related with a included patient (father, mother, brother, sister)
* signed the Informed consent form (major or legal guardians if minor/incapable major)
* no limit of age, this patients could be recruited from the birth
* social insurance affiliation

""Negative Control"" patient :

* without chronic renal failure
* signed the Informed consent form (major or legal guardians if minor/incapable major)
* no limit of age, this patients could be recruited from the birth
* social insurance affiliation

""Positive Control"" patient :

* with chronic renal failure not related with a ciliary dysfunction
* signed the Informed consent form (major or legal guardians if minor/incapable major)
* no limit of age, this patients could be recruited from the birth
* social insurance affiliation

Exclusion Criteria ""Case"" Patient :

* pregnant, parturious and nursing mothers.
* with functional renal graft
* use an experimental treatment during 30 days before inclusion date

Healthy related individual :

- pregnant, parturious and nursing mothers.

""Negative Control"" patient :

- pregnant, parturious and nursing mothers.

""Positive Control"" patient :

* pregnant, parturious and nursing mothers.
* with functional renal graft
* use an experimental treatment during 30 days before inclusion date",False,ALL,,,,"['CHILD', 'ADULT', 'OLDER_ADULT']",,
NCT04138537,Olfactory Function and Olfactory Bulb Volume in Acromegaly Patients,"Inclusion Criteria:

* Acromegaly diagnosis
* Healthy subjects that had no nasal problems

Exclusion Criteria:

* Previous nasal surgery
* Acute respiratory tract infection
* Nasal polyposis
* Nasal pathologies that causes nasal obstruction",True,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
NCT01368133,The Observational Study of Growth Hormone-secreting Pituitary Tumors,"Inclusion Criteria:

* Clinical diagnosis of acromegaly
* \> 18 years old",True,ALL,,18 Years,70 Years,"['ADULT', 'OLDER_ADULT']","The acromegaly patients at Huashan Hospital will be recruited anf followed up prior to surgery and one month, 3 months, 6 months and 12 months after surgery.",PROBABILITY_SAMPLE
NCT00046553,Brain Receptor Function in Post-Traumatic Stress Disorder,"INCLUSION CRITERIA:

18 to 65 years of age.

Male and female.

Score greater than or equal to 50 on the Clinician-Administered PTSD Scale (CAPS-2) as a baseline measure of PTSD symptom severity.

Capable of providing informed consent, obtained prior to any study procedures.

Free of all psychotropic medication for at least 2 weeks, excluding short-term hypnotics. Patients who were treated with fluoxetine will only be included after a medication free period of at least 8 weeks.

Good physical health, confirmed by a complete physical exam (including normal vital signs), electrocardiogram, neurologic exam, and routine laboratory tests of blood and urine. However, if patients have participated in other research studies or have had blood work through their primary MD within the last 6 months, these results will be used instead of repeating blood draws for inclusion into the study.

EXCLUSION CRITERIA:

Patients who meet DSM-IV criteria for substance abuse (alcohol or drugs) or substance dependence within 6 months prior to screening. The effect of abuse/dependence on phenomenology and biology could mask and exceed PTSD effect.

Patients at current risk for homicide or suicide.

All additional DSM IV Axis I comorbidity, excluding secondary diagnoses of major depressive disorder (MDD) or anxiety disorder (AD). Given the high comorbidity of these disorders in PTSD, and since excluding such patients would not provide the full spectrum of the disorder, only patients in whom axis I diagnoses of MDD and AD preceded onset of PTSD will be excluded.

Pregnant women (all stages) and women of childbearing potential who are not practicing a clinically accepted method of contraception or who have a positive pregnancy test or who are lactating.

Blood donation (1 Red Cross Unit) within the 8 weeks preceding the study. This is the minimal safe period between consecutive donations.

Subjects who are doing well on medication. Although we will only recruit non-medicated patients, the decision to stop medication will be taken purely on clinical grounds. No subject will be taken off medication solely to participate in the study.

Unable to comply with study procedures or assessments as regards the screening evaluation (i.e. PTSD diagnosis, health requirements, etc.) and the 3 hospitalization for evaluation of glucocorticoid and mineralocorticoid receptor function.

Subjects who are allergic to mifepristone, paroxetine or spironolactone, and subjects with any contraindication to treatment with these agents (as described in their current labeling), will be excluded from participation in the study.",True,ALL,,,,"['CHILD', 'ADULT', 'OLDER_ADULT']",,
NCT04409977,Circadian Changes of the Hypothalamic Activity in Patients Suffering From Cluster Headache,"Inclusion Criteria:

* Diagnosis of cluster headache (CH) may enter the patient group, patients not suffering from CH may enter the control group.
* knowledge of the german language suffices to understand the information sheet and consent form
* having read, understood and signed the consent form

Exclusion Criteria:

* Pregnancy
* contraindications for the MRI scan (particularly metal splinters, ferromagnetic devices and implants)
* claustrophobia
* obesity (MRI \> 35 kg/m2)
* shift working (last night shift must date back more than one week)
* jet lag (last travel over more than two time zones must date back more than one week)",True,ALL,,18 Years,85 Years,"['ADULT', 'OLDER_ADULT']",Patients suffering from cluster headache.,NON_PROBABILITY_SAMPLE
NCT00552851,Changes of Left Ventricular Mass and Cardiac Function in Patients With Active Acromegaly During Treatment With the Growth Hormone Receptor Antagonist Pegvisomant,"Inclusion Criteria:

* Active acromegaly in adult subjects (≥ 18 years) after surgery and/or radiation therapy with elevated IGF-1 levels despite treatment with somatostatin analogues or dopamine agonists
* Pegvisomant therapy is indicated (i. e. patients who have had an inadequate response to surgery and/or radiation therapy and/or other medical therapy, or for whom these therapies are not appropriate)
* Evidence of left ventricular hypertrophy (infero-lateral wall thickness ≥ 12 mm assessed by echocardiography) or
* Evidence of impaired diastolic function (≥ stage 2 as assessed by echocardiography) or
* Evidence of systolic dysfunction (Ejection fraction \< 50% assessed by echocardiography)
* Stable medication for arterial hypertension and heart failure for 3 months
* Written informed consent.

Exclusion Criteria:

* Pregnancy and lactation period
* Previous therapy with Pegvisomant
* Suspected or known hypersensitivity to the drug or any of its components
* Contraindications for MRI
* History of malignancy during the last 5 years
* Suspected or known drug or alcohol abuse
* Patients who are neither able to self administer study medication on a daily basis nor have a caregiver who can administer study medication to the patient on a daily basis
* Any condition which in the opinion of the investigator makes the patient unsuitable for inclusion
* Participation in another clinical trial
* Pituitary adenoma with a distance to the optic chiasm of \< 3 mm
* Any other drug for treatment of acromegaly (e.g. dopamine agonists, Somatostatin analogues) which would be necessary during the study or patients who apply for radiotherapy
* Instable heart insufficiency classified as NYHA IV.
* Severe renal insufficiency, liver transplantation",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']",,
